CMDLINE python3 main.py monalisa.jpg
MEM 0.058594 1543029464.1827
MEM 30.757812 1543029464.2846
MEM 46.148438 1543029464.3898
MEM 59.207031 1543029464.4903
MEM 72.898438 1543029464.5927
MEM 79.136719 1543029464.6979
MEM 82.207031 1543029464.8030
MEM 85.277344 1543029464.9043
MEM 89.863281 1543029465.0067
MEM 94.496094 1543029465.1084
MEM 97.566406 1543029465.2136
MEM 100.636719 1543029465.3188
MEM 100.667969 1543029465.4239
MEM 100.667969 1543029465.5290
MEM 100.667969 1543029465.6330
MEM 106.808594 1543029465.7381
MEM 109.878906 1543029465.8433
MEM 112.949219 1543029465.9436
MEM 116.019531 1543029466.0441
MEM 119.089844 1543029466.1477
MEM 122.160156 1543029466.2493
MEM 122.160156 1543029466.3545
MEM 122.160156 1543029466.4596
MEM 122.160156 1543029466.5614
MEM 125.230469 1543029466.6666
MEM 125.230469 1543029466.7717
MEM 125.230469 1543029466.8755
MEM 125.230469 1543029466.9806
MEM 125.230469 1543029467.0858
MEM 125.230469 1543029467.1861
MEM 125.230469 1543029467.2885
MEM 125.230469 1543029467.3917
MEM 125.230469 1543029467.4969
MEM 125.230469 1543029467.5981
MEM 125.230469 1543029467.7023
MEM 125.230469 1543029467.8074
MEM 125.230469 1543029467.9077
MEM 125.230469 1543029468.0085
MEM 125.230469 1543029468.1089
MEM 125.230469 1543029468.2141
MEM 125.230469 1543029468.3187
MEM 125.230469 1543029468.4239
MEM 125.230469 1543029468.5291
MEM 125.230469 1543029468.6323
MEM 125.230469 1543029468.7326
MEM 125.238281 1543029468.8328
MEM 125.238281 1543029468.9379
MEM 125.238281 1543029469.0387
MEM 125.238281 1543029469.1439
MEM 125.238281 1543029469.2472
MEM 125.238281 1543029469.3491
MEM 125.238281 1543029469.4497
MEM 125.238281 1543029469.5549
MEM 125.238281 1543029469.6601
MEM 125.238281 1543029469.7632
MEM 125.238281 1543029469.8656
MEM 125.238281 1543029469.9707
MEM 125.238281 1543029470.0726
MEM 125.238281 1543029470.1777
MEM 125.238281 1543029470.2829
MEM 125.238281 1543029470.3881
MEM 125.238281 1543029470.4932
MEM 125.238281 1543029470.5938
MEM 125.238281 1543029470.6967
MEM 125.238281 1543029470.7993
MEM 125.238281 1543029470.9006
MEM 125.238281 1543029471.0058
MEM 125.238281 1543029471.1110
MEM 125.238281 1543029471.2161
MEM 125.238281 1543029471.3195
MEM 125.238281 1543029471.4212
MEM 125.238281 1543029471.5263
MEM 125.238281 1543029471.6311
MEM 125.238281 1543029471.7328
MEM 125.238281 1543029471.8332
MEM 125.238281 1543029471.9384
MEM 125.238281 1543029472.0435
MEM 125.238281 1543029472.1479
MEM 125.238281 1543029472.2481
MEM 125.238281 1543029472.3532
MEM 125.246094 1543029472.4548
MEM 125.246094 1543029472.5599
MEM 125.246094 1543029472.6651
MEM 125.246094 1543029472.7699
MEM 125.246094 1543029472.8751
MEM 125.246094 1543029472.9802
MEM 125.246094 1543029473.0832
MEM 125.246094 1543029473.1884
MEM 125.246094 1543029473.2935
MEM 125.246094 1543029473.3979
MEM 125.246094 1543029473.4981
MEM 125.246094 1543029473.6032
MEM 125.246094 1543029473.7063
MEM 125.246094 1543029473.8114
MEM 125.246094 1543029473.9166
MEM 125.246094 1543029474.0193
MEM 125.246094 1543029474.1244
MEM 125.246094 1543029474.2289
MEM 125.246094 1543029474.3341
MEM 125.246094 1543029474.4377
MEM 125.246094 1543029474.5429
MEM 125.246094 1543029474.6480
MEM 125.246094 1543029474.7532
MEM 125.246094 1543029474.8584
MEM 125.257812 1543029474.9635
MEM 125.257812 1543029475.0687
MEM 125.269531 1543029475.1697
MEM 125.269531 1543029475.2722
MEM 125.269531 1543029475.3741
MEM 125.269531 1543029475.4792
MEM 125.269531 1543029475.5824
MEM 125.269531 1543029475.6835
MEM 125.269531 1543029475.7838
MEM 125.269531 1543029475.8889
MEM 125.269531 1543029475.9904
MEM 125.269531 1543029476.0911
MEM 125.269531 1543029476.1936
MEM 125.269531 1543029476.2988
MEM 125.269531 1543029476.4004
MEM 125.269531 1543029476.5047
MEM 125.269531 1543029476.6065
MEM 125.269531 1543029476.7116
MEM 125.269531 1543029476.8142
MEM 125.269531 1543029476.9146
MEM 125.269531 1543029477.0155
MEM 125.269531 1543029477.1166
MEM 125.269531 1543029477.2170
MEM 125.281250 1543029477.3176
MEM 125.281250 1543029477.4178
MEM 125.281250 1543029477.5229
MEM 125.281250 1543029477.6245
MEM 125.281250 1543029477.7261
MEM 125.281250 1543029477.8313
MEM 125.281250 1543029477.9340
MEM 125.281250 1543029478.0343
MEM 125.281250 1543029478.1345
MEM 125.281250 1543029478.2386
MEM 125.281250 1543029478.3437
MEM 125.281250 1543029478.4488
MEM 125.285156 1543029478.5529
MEM 125.285156 1543029478.6545
MEM 125.285156 1543029478.7566
MEM 125.285156 1543029478.8618
MEM 125.285156 1543029478.9625
MEM 125.285156 1543029479.0670
MEM 125.285156 1543029479.1721
MEM 125.285156 1543029479.2773
MEM 125.285156 1543029479.3824
MEM 125.285156 1543029479.4847
MEM 125.285156 1543029479.5899
MEM 125.285156 1543029479.6949
MEM 125.285156 1543029479.8000
MEM 125.285156 1543029479.9004
MEM 125.285156 1543029480.0056
MEM 125.285156 1543029480.1099
MEM 125.285156 1543029480.2101
MEM 125.285156 1543029480.3132
MEM 125.285156 1543029480.4183
MEM 125.296875 1543029480.5191
MEM 125.296875 1543029480.6194
MEM 125.296875 1543029480.7236
MEM 125.296875 1543029480.8288
MEM 125.296875 1543029480.9307
MEM 125.296875 1543029481.0309
MEM 125.296875 1543029481.1345
MEM 125.296875 1543029481.2386
MEM 125.296875 1543029481.3398
MEM 125.296875 1543029481.4427
MEM 125.296875 1543029481.5479
MEM 125.296875 1543029481.6531
MEM 125.296875 1543029481.7550
MEM 125.296875 1543029481.8562
MEM 125.296875 1543029481.9604
MEM 125.296875 1543029482.0628
MEM 125.296875 1543029482.1630
MEM 125.296875 1543029482.2671
MEM 125.296875 1543029482.3697
MEM 125.296875 1543029482.4708
MEM 125.296875 1543029482.5723
MEM 125.296875 1543029482.6736
MEM 125.296875 1543029482.7739
MEM 125.296875 1543029482.8791
MEM 125.296875 1543029482.9841
MEM 125.296875 1543029483.0844
MEM 125.296875 1543029483.1860
MEM 125.296875 1543029483.2912
MEM 125.296875 1543029483.3962
MEM 125.296875 1543029483.4999
MEM 125.296875 1543029483.6009
MEM 125.296875 1543029483.7035
MEM 125.296875 1543029483.8087
MEM 125.296875 1543029483.9090
MEM 125.296875 1543029484.0116
MEM 125.296875 1543029484.1168
MEM 125.296875 1543029484.2177
MEM 125.296875 1543029484.3179
MEM 125.296875 1543029484.4181
MEM 125.296875 1543029484.5185
MEM 125.718750 1543029484.6186
MEM 131.464844 1543029484.7238
MEM 131.464844 1543029484.8289
MEM 131.464844 1543029484.9291
MEM 131.464844 1543029485.0343
MEM 131.464844 1543029485.1374
MEM 131.464844 1543029485.2402
MEM 131.464844 1543029485.3453
MEM 131.464844 1543029485.4505
MEM 134.535156 1543029485.5512
MEM 137.605469 1543029485.6536
MEM 143.746094 1543029485.7574
MEM 146.816406 1543029485.8626
MEM 149.886719 1543029485.9638
MEM 155.046875 1543029486.0679
MEM 159.097656 1543029486.1682
MEM 162.167969 1543029486.2734
MEM 165.238281 1543029486.3785
MEM 171.378906 1543029486.4825
MEM 174.449219 1543029486.5849
MEM 177.519531 1543029486.6901
MEM 180.929688 1543029486.7951
MEM 186.730469 1543029486.9002
MEM 189.800781 1543029487.0013
MEM 192.871094 1543029487.1017
MEM 195.941406 1543029487.2018
MEM 202.082031 1543029487.3023
MEM 205.152344 1543029487.4075
MEM 208.222656 1543029487.5126
MEM 203.992188 1543029487.6179
MEM 203.992188 1543029487.7230
MEM 203.992188 1543029487.8282
MEM 203.992188 1543029487.9334
MEM 203.992188 1543029488.0385
MEM 203.992188 1543029488.1437
MEM 203.992188 1543029488.2489
MEM 203.992188 1543029488.3540
MEM 203.992188 1543029488.4592
MEM 207.062500 1543029488.5643
MEM 213.203125 1543029488.6695
MEM 216.273438 1543029488.7715
MEM 219.343750 1543029488.8767
MEM 225.484375 1543029488.9818
MEM 228.554688 1543029489.0870
MEM 231.625000 1543029489.1918
MEM 237.765625 1543029489.2932
MEM 240.835938 1543029489.3983
MEM 243.906250 1543029489.5035
MEM 250.046875 1543029489.6079
MEM 253.117188 1543029489.7084
MEM 256.187500 1543029489.8136
MEM 259.257812 1543029489.9143
MEM 265.398438 1543029490.0195
MEM 268.468750 1543029490.1234
MEM 271.539062 1543029490.2258
MEM 277.679688 1543029490.3262
MEM 280.750000 1543029490.4313
MEM 283.820312 1543029490.5352
MEM 286.890625 1543029490.6357
MEM 293.031250 1543029490.7376
MEM 296.101562 1543029490.8427
MEM 299.171875 1543029490.9473
MEM 305.312500 1543029491.0522
